1,1551459381070,4764,1
1,1551459381100,4764,1
1,1551459394040,4764,1
1,1551462635450,4764,1
1,1551465876400,4764,1
1,1551469117530,4764,1
1,1551469117540,4764,1
1,1551472358520,4764,1
1,1551472672900,4764,1
1,1551472672950,4764,1
1,1551472685770,4764,1
1,1551475927170,4764,1
1,1551475927180,4764,1
1,1551478290940,4764,1
1,1551478316070,4764,1
1,1551478350420,4764,1
1,1551478350470,4764,1
1,1551478360490,4764,1
1,1551480091620,4764,1
1,1551480091670,4764,1
1,1551480101700,4764,1
1,1551483342420,4764,1
1,1551484706570,4764,1
1,1551484706630,4764,1
1,1551484719350,4764,1
1,1551487623750,4764,1
1,1551487623820,4764,1
1,1551487633830,4764,1
1,1551487682000,4764,1
1,1551487682060,4764,1
1,1551487692120,4764,1
1,1551490754760,4764,1
1,1551490765300,4764,1
1,1551490785550,4764,1
1,1551490785610,4764,1
1,1551490799730,4764,1
1,1551490877390,4764,1
1,1551490877450,4764,1
1,1551490887550,4764,1
1,1551491147390,4764,1
1,1551491157380,4764,1
1,1551494398600,4764,1
1,1551495690930,4808,1
1,1551495690990,4808,1
1,1551495691910,4764,1
1,1551495704740,4764,1
1,1551498946060,4764,1
1,1551498956240,4764,1
1,1551498956300,4764,1
1,1551498966350,4764,1
1,1551502207460,4764,1
1,1551502207470,4764,1
1,1551502218570,4764,1
1,1551502270350,4764,1
1,1551502275860,4764,1
1,1551502275920,4764,1
1,1551502303590,4764,1
1,1551502466470,4764,1
1,1551502468910,4764,1
1,1551502468970,4764,1
1,1551502478940,4764,1
1,1551502520190,4764,1
1,1551502530270,4764,1
1,1551502547540,4764,1
1,1551502565200,4764,1
1,1551502599480,4764,1
1,1551502599540,4764,1
1,1551502609640,4764,1
1,1551502868560,4764,1
1,1551502868620,4764,1
1,1551502878720,4764,1
1,1551502920660,4764,1
1,1551502940580,4764,1
1,1551507022980,4764,2
1,1551507023050,4764,2
1,1551507037750,4764,2
1,1551507091790,4764,2
1,1551507091850,4764,2
1,1551507101910,4764,2
1,1551507180430,4764,2
1,1551507180480,4764,2
1,1551507191190,4764,2
1,1551507372220,4764,2
1,1551507405070,4764,2
1,1551507405120,4764,2
1,1551507415300,4764,2
1,1551507429040,4764,2
1,1551507439050,4764,2
1,1551507498330,4764,2
1,1551507530070,4764,2
1,1551507531090,4764,2
1,1551507547900,4764,2
1,1551507549190,4764,2
1,1551507591390,4764,2
1,1551507595280,4764,2
1,1551507609840,4764,2
1,1551507635150,4764,2
1,1551507635200,4764,2
1,1551507646020,4764,2
1,1551507677240,4764,2
1,1551507687310,4764,2
1,1551507709160,4764,2
1,1551507720290,4764,2
1,1551507768600,4764,2
1,1551507768660,4764,2
1,1551507779260,4764,2
1,1551507824140,4764,2
1,1551507834450,4764,2
1,1551507893920,4764,2
1,1551507903970,4764,2
1,1551507935410,4764,2
1,1551507950350,4764,2
1,1551507981700,4764,2
1,1551507981750,4764,2
1,1551507991820,4764,2
1,1551508058750,4764,2
1,1551508069170,4764,2
1,1551508094610,4764,2
1,1551508119550,4764,2
1,1551508240020,4764,2
1,1551508250510,4764,2
1,1551508330410,4764,2
1,1551508340780,4764,2
1,1551508352910,4764,2
1,1551508352970,4764,2
1,1551508363130,4764,2
1,1551508371150,4764,2
1,1551508371210,4764,2
1,1551508381330,4764,2
1,1551508382040,4764,2
1,1551508382100,4764,2
1,1551508392180,4764,2
1,1551508397130,4764,2
1,1551508421770,4764,2
1,1551508424180,4764,2
1,1551508432000,4764,2
1,1551508436610,4764,2
1,1551508456460,4764,2
1,1551508466470,4764,2
1,1551508472590,4764,2
1,1551508472650,4764,2
1,1551508483930,4764,2
1,1551508588590,4764,2
1,1551508599030,4764,2
1,1551508611790,4764,2
1,1551508611850,4764,2
1,1551508622180,4764,2
1,1551508755110,4764,2
1,1551508765160,4764,2
1,1551508782360,4764,2
1,1551508782420,4764,2
1,1551508792530,4764,2
1,1551508901930,4764,2
1,1551508922110,4764,2
1,1551508959070,4764,2
1,1551509036510,4764,2
1,1551509039470,4764,2
1,1551509072540,4764,2
1,1551509104920,4764,2
1,1551509104980,4764,2
1,1551509115310,4764,2
1,1551509117720,4764,2
1,1551509117770,4764,2
1,1551509127800,4764,2
1,1551509191960,4764,2
1,1551509203280,4764,2
1,1551509268350,4764,2
1,1551509287830,4764,2
1,1551509294650,4764,2
1,1551509314050,4764,2
1,1551509331460,4764,2
1,1551509341570,4764,2
1,1551509363360,4764,2
1,1551509373420,4764,2
1,1551509482000,4764,2
1,1551509492400,4764,2
1,1551509509140,4764,2
1,1551509520190,4764,2
1,1551509533380,4764,2
1,1551509543450,4764,2
1,1551509603670,4764,2
1,1551509603730,4764,2
1,1551509619870,4764,2
1,1551509624240,4764,2
1,1551509644050,4764,2
1,1551509703440,4764,2
1,1551509713520,4764,2
1,1551509754570,4764,2
1,1551509764890,4764,2
1,1551509894730,4764,2
1,1551509913950,4764,2
1,1551509915150,4764,2
1,1551509915210,4764,2
1,1551509925270,4764,2
1,1551509950550,4764,2
1,1551509967010,4764,2
1,1551509968270,4764,2
1,1551509968330,4764,2
1,1551509982400,4764,2
1,1551509991110,4764,2
1,1551510008130,4764,2
1,1551510011180,4764,2
1,1551510030120,4764,2
1,1551510044660,4764,2
1,1551510054960,4764,2
1,1551510060430,4764,2
1,1551510060480,4764,2
1,1551510074920,4764,2
1,1551510131460,4764,2
1,1551510131520,4764,2
1,1551510141600,4764,2
1,1551510206080,4764,2
1,1551510234670,4764,2
1,1551510239760,4764,2
1,1551510239830,4764,2
1,1551510270010,4764,2
1,1551510290000,4764,2
1,1551510290060,4764,2
1,1551510315110,4764,2
1,1551510320070,4764,2
1,1551510330390,4764,2
1,1551510333510,4764,2
1,1551510333560,4764,2
1,1551510359720,4764,2
1,1551510360360,4764,2
1,1551510400980,4764,2
1,1551510515280,4764,2
1,1551510515340,4764,2
1,1551510527380,4764,2
1,1551510609980,4764,2
1,1551510610040,4764,2
1,1551510630780,4764,2
1,1551510654160,4764,2
1,1551510664230,4764,2
1,1551510676110,4764,2
1,1551510686170,4764,2
1,1551510697830,4764,2
1,1551510707850,4764,2
1,1551510761350,4764,2
1,1551510761410,4764,2
1,1551510920860,4764,2
1,1551510923510,4764,2
1,1551510935050,4764,2
1,1551510946330,4764,2
1,1551511016810,4764,2
1,1551511023420,4764,2
1,1551511023480,4764,2
1,1551511036830,4764,2
1,1551511046460,4764,2
1,1551511046520,4764,2
1,1551511088570,4764,2
1,1551511104030,4764,2
1,1551511104100,4764,2
1,1551511117470,4764,2
1,1551511190180,4764,2
1,1551511207350,4764,2
1,1551511254060,4764,2
1,1551511270280,4764,2
1,1551511281640,4764,2
1,1551511281700,4764,2
1,1551511291770,4764,2
1,1551511349490,4764,2
1,1551511349550,4764,2
1,1551511359790,4764,2
1,1551511454430,4764,2
1,1551511454490,4764,2
1,1551511464810,4764,2
1,1551511504990,4764,2
1,1551511505050,4764,2
1,1551511515570,4764,2
1,1551511554140,4764,2
1,1551511554600,4764,2
1,1551511554660,4764,2
1,1551511570150,4764,2
1,1551511586600,4764,2
1,1551511586660,4764,2
1,1551511611720,4764,2
1,1551511630770,4764,2
1,1551511630830,4764,2
1,1551511640910,4764,2
1,1551511653790,4764,2
1,1551511653850,4764,2
1,1551511664570,4764,2
1,1551511744590,4764,2
1,1551511754900,4764,2
1,1551511854170,4764,2
1,1551511864220,4764,2
1,1551511954050,4764,2
1,1551511970690,4764,2
1,1551511984660,4764,2
1,1551511984710,4764,2
1,1551511995020,4764,2
1,1551512034620,4764,2
1,1551512045120,4764,2
1,1551512254410,4764,2
1,1551512254470,4764,2
1,1551512264760,4764,2
1,1551512284070,4764,2
1,1551512294140,4764,2
1,1551512324660,4764,2
1,1551512336420,4764,2
1,1551512453390,4764,2
1,1551512463630,4764,2
1,1551512522270,4764,2
1,1551512522330,4764,2
1,1551512532770,4764,2
1,1551512614710,4764,2
1,1551512625380,4764,2
1,1551512655080,4764,2
1,1551512655120,4764,2
1,1551512665530,4764,2
1,1551512822030,4764,2
1,1551512832440,4764,2
1,1551512904710,4764,2
1,1551513613350,4764,3
1,1551513627300,4764,3
1,1551513637370,4764,3
1,1551513654040,4764,3
1,1551513654050,4764,3
1,1551513656310,4764,3
1,1551513656350,4764,3
